Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,$96K-$156K (Glassdoor est.),"About Freestar:

Freestar engineers cutting-edge monetization solutions for websites. By combining industry-leading technology, data, and massive scale, we enable busy site owners to seamlessly maximize revenue while freeing themselves of the hassles of ad operations. Publishers then have more time to do what they do best: create content.

Job Description:

You will be an active, hands-on leader, working closely with Data Engineering group to develop Freestar's expanding ad services platform. This will be the lead role with primary responsibility for developing strategies and algorithms aimed primarily at optimizing publisher revenue. This will include developing strategies around ad delivery, publisher content, and ad network selection to name a few. You will accomplish these goals in a data-driven manner by developing and implementing predictive algorithms and deriving insights from big data. You will also collaborate with other teams within the organization, communicate findings to key stakeholders and evangelize data-driven business decisions.

Responsibilities:
Manage multiple projects in parallel and oversee their completion from start to finish, setting goals and project milestones
Promote best practices for statistical analyses and machine learning modeling
Help determine what metrics are critical to the organization, construct predictive models to optimize those metrics, and build out those projects into useful data products
Use first/third party data sources across digital, linear and social platforms to better understand Freestar's audience and derive insights to increase the value of the brand
Communicate results to key stakeholders
Basic Qualifications:
Graduate degree in a quantitative discipline (PhD preferred)
10+ years of work experience in advanced data analytics/data science
2+ years of experience managing/leading a team of data scientists with a track record of overseeing multiple data science and machine learning projects at all stages: from idea generation to objectives formulation to implementation and deliverables
2+ years of advertising or marketing related work
Experience with data exploration, data cleaning, implementation of advanced statistical and machine learning algorithms (e.g., time-series analysis and forecasting, clustering, and advanced classification and regression techniques such as decision trees, neural networks, deep learning, and ensemble algorithms), as well as rigorous model validation and evaluation
Fluency in Python and at least 1 of the following programming languages: Java, R, C, C++, or SAS
2-5+ years of experience with design and management of relational (SQL) and data warehouse paradigms; familiarity with Google Cloud Platform a plus
Knowledge of Spark, Cassandra or Hadoop is a plus
We'd also like to see:
Excellent interpersonal and leadership skills with the ability to develop and guide team members to deliver actionable results
Excellent verbal, written and formal presentation skills
Comfortable interacting across multiple teams and management levels within the organization
Previous background in the media landscape (linear, digital, or social) is a plus
What you can expect in return:
Full-Time, Salaried Position
Medical, Dental, and Vision benefits
401K with company match, vested immediately
The opportunity to be part of something BIG
Freestar is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information.

This role is not eligible for visa sponsorship",4.9,"Freestar
4.9","Phoenix, AZ","Phoenix, AZ",1 to 50 employees,2016,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1
Data Scientist,$96K-$156K (Glassdoor est.),"About Imperfect

Imperfect Foods was founded in 2015 with a mission to reduce food waste and build a better food system for everyone. We offer imperfect (yet delicious) produce, affordable pantry items, and quality meat and dairy. We deliver them conveniently to our customers’ doorsteps and pride ourselves on offering up to a 30% discount compared to grocery store prices. Our customers can get the healthy, seasonal produce they want alongside the grocery staples they rely on, without having to compromise their budget or values. We’re proving that doing the right thing for the planet doesn’t have to cost more, and that shopping for quality ingredients can support the people and resources that it takes to grow our favorite foods.

We're headquartered in San Francisco with operations all over the country. Check our website to see if there is an Imperfect near you!

We're looking for folks who are positive, motivated, and ready to change the world. If that sounds like you, drop us a line!

How we are protecting employees from COVID-19

At Imperfect Foods, employee health and safety is our top priority. We have implemented processes and precautions to prevent the spread of COVID-19 in our facilities. We provide gloves, masks, and hand sanitizer to all essential employees who must report to work. Before entering our warehouse, employees have their temperatures checked. In addition, we take great care to ensure frequently touched surfaces are sanitized throughout the day and all warehouses are fully sanitized weekly.

We have also implemented an Emergency Sick Leave policy providing full-time and part-time employees 2 additional weeks of paid time off and up to 26 weeks paid leave if they have a confirmed case of COVID-19.

About the Role:

Imperfect is looking for an experienced Data Scientist to join the Business Intelligence team. The role will develop and automate algorithms that integrate with various parts of the business to better our customer understanding, improve our customer experience, and drive operational efficiency. Our Data Scientist will collaborate with departments across the company, such as Marketing, Operations, and Engineering, for a wide and deep impact. Some example projects include demand forecasting to help with warehouse labor and inventory planning, optimizations to improve warehouse efficiency, personalization and recommendation algorithms to enable customers to discover relevant products, and product subscription cadence optimization. As an early member of the data science team, your role will influence the tech stack and frameworks we develop. This role requires a strong level of analytical horsepower and communication skills to effectively analyze and tell the story behind the data.

If you like the idea of swimming in data, fighting food waste, and working with a bunch of pleasant people, come join us!
Responsibilities:
Build production grade models on large-scale datasets by utilizing advanced statistical modeling, machine learning, or data mining techniques
Provide data-driven analyses and insights for strategic and business initiatives, while maintaining analytics roadmap to prioritize initiatives, communicate timelines, and ensure successful, timely completion of deliverables
Collaborate with the teams across the company to identify impactful business problems and translate them into structured analyses, actionable insights, and reports and dashboards
Assist with the development and deployment of analytical tools and develop custom models to track key metrics, uncover insights in the data, and automate analyses
Contribute to code reviews and software development best practices
Effectively communicate with initiative stakeholders, including technical and non-technical audiences. Tell the story behind the data
Skills and Qualifications:
3+ years of professional experience as a data scientist, including deploying and maintaining code in a production environment
Experience with machine learning techniques and advanced analytics (e.g. regression, classification, clustering, time series, econometrics, mathematical optimization)Advanced SQL and Python skills and running advanced analytics in a scripting language. Bonus: experience in R and other languages
A solid grasp of basic statistical applications and methods (experimentation, probabilities)
Experience working with large data sets and preparing them for analysis

About You:
You're able to clearly and effectively communicate the results of complex analyses and transform data into a story for different audiences and various stakeholders
You demonstrate intellectual curiosity, and a passion for translating information into actionable insights, with data big, small, structured, and messy
You have the insight to take ambiguous problems and solve them in a structured, hypothesis-driven, data-supported way
You're a self-starter with the ability to juggle multiple projects at once
You’re passionate about our mission to eliminate food waste and create a better food system for all
Details of the Position:
Full-time exempt position reporting to the Director of Business Intelligence
Candidate can be remotely located within the US
Salary and employee stock options commensurate with experienceCompetitive benefits package including health care, paid vacation, 401K, paid parental leave, and recurring credit towards your Imperfect account!
Physical Requirements:
Sedentary work; involves sitting most of the time
Occasional movement around the office may be necessary
Regular work with computers, including keyboards, mouses, and screens
Regular use of mobile devices, including smartphones and tablets
Individuals seeking employment at Imperfect Foods are considered without regard to race, color, religion, national origin, age, gender, marital status, ancestry, physical or mental disability, veteran status, or sexual orientation.

U.S. E-Verify Notice: Imperfect Foods participates in E-Verify in the United States. Imperfect will provide the U.S. Social Security Administration (SSA) and, if necessary, the U.S. Department of Homeland Security (DHS), with information from each new employee's Form I-9 to confirm work authorization.",3.8,"Imperfect Foods
3.8",Remote,"San Francisco, CA",1001 to 5000 employees,2015,Company - Private,Food & Beverage Stores,Retail,Unknown / Non-Applicable,"Hungry Harvest, Good Eggs"
Data Scientist,$96K-$156K (Glassdoor est.),"Position Overview

The data scientist will use a diverse range of data-focused skills and experience, both technical and analytical. Possesses a strong desire and capability for problem solving, data analysis and troubleshooting, analytical thinking, and experimentation.

Responsibilities

Work with large, complex, and disparate data sets
Design and implement innovative ways to analyze and exploit the customer's data holdings
Research and report on a wide variety of customer's inquiries
Raise proactive inquiries based on observations and proposed data analysis/exploitation
Solve difficult, non-routine problems by applying advanced analytical methodologies, and improving analytic methodologies
Develop custom searches
Communicate and coordinate with internal and external partners as needed

Required Qualifications

Thorough knowledge of analytic tools and methodologies such as probability and statistics, formal modeling, computational social sciences, computer science, machine learning and/or scientific computing.
Ability to code or script in one or more programming/scripting languages
Understanding and use of algorithms such as classification, regression, clustering, and anomaly detection
Knowledge of relational databases and/or non-relational data stores, including RDBMS and large-scale distributed systems (e.g. Hadoop)
Demonstrated ability to use technical and analytic skills to solve complex investigative problems
Demonstrated effectiveness in collecting information and accurately representing/visualizing it to non-technical third parties
Active TS/SCI with polygraph required

Preferred Qualifications

Expertise with statistical data analysis (e.g. linear models, multivariate analysis, stochastic models, sampling methods)",5.0,"Data Works
5.0","Chantilly, VA","Reston, VA",1 to 50 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1
Data Scientist,$96K-$156K (Glassdoor est.),"Trace Data is developing a ground breaking product to help companies monitor and secure their data. We're integrating the world of security, observability and connectivity. We're looking for people with a strong background or interest in building successful products and systems; you're comfortable in dealing with lots of moving pieces; you have exquisite attention to detail; and love learning new technologies and systems.

As our Data Scientist, you will:
Develop large scale machine learning algorithms that support monitoring, privacy and security capabilities.
Own the machine learning algorithms that power core features in the product such as the identification of sensitive data, automated data classification and anomaly detection using unsupervised and deep learning techniques ranging from computer vision algorithms for pattern recognition to variational auto-encoders to NLP.
Design, build, and launch efficient & reliable new data models, schemas and pipelines to enable analysis, modeling and machine learning.
Partner with product managers, designers, and engineers to prototype and productize data mining features.
Advise on best practices and statistical methods for measuring and evaluating experiments.
You may be fit for this role if you:
Have experience of building products from the ground up.
Have a Bachelor's/Master's degree or higher in a technical field such as Computer Science, Statistics, Economics, Operations Research, Math, Physics or Engineering.
Have a deep theoretical understanding of modern machine learning algorithms, statistical models or optimization.
Have experience with data tools such as Python, R, SAS, SQL, etc and strong skills in data analysis, data visualization and engineering.
Have the ability to own your modeling work from model development all the way to launching into production with minimal help from engineers.
Have experience with MapReduce, Spark, Hive, HBase, Google BigQuery, BigTable is a plus. Experience ML frameworks like Tensorflow, PyTorch, Spark MLlib, XGBoost, and Scikit-Learn is a plus.
You're a strong communicators; explaining complex technical concepts to product managers, data analysts, and other engineers shouldn't be a problem for you.
About Trace Data

Trace Data is an early stage startup founded in 2019 and headquartered in Oakland, California. We're backed by top tier investors including Accel and Kleiner Perkins.

We're a highly cross-functional organization and encourage as much collaboration as possible. We have a culture of transparency that we carry through to internal communication, ensuring everyone has the information they need to make great decisions. We value humility, respect and diversity. We look for people who are curious, want to grow and have impact every day.

Trace Data provides equal employment opportunities (EEO). All applicants are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, or sexual orientation.",3.9,"Trace Data
3.9","Oakland, CA","Santa Ana, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1
Data Scientist,$96K-$156K (Glassdoor est.),"What can a candidate expect at this step in our hiring process?
CaptionsDisabled Transcript Disabled
CaptionsGo back to previous menu
DisabledArabicARDeutscheDEEnglishENEspañolESFrançaisFRעבריתHEBahasa IndonesiaIDItalianoIT日本語JANederlandsNLPortuguêsPTРусский языкRUSlovenčinaSKTürkçeTRtiếng ViệtVI中文ZH
PausePlay
% buffered00:00
00:10
UnmuteMute
Settings
Exit fullscreenEnter fullscreen
0:10

Answered by Devinne
Recruiter
Company :


Highmark Health

Job Description :


General Overview:

This job builds new analytical solutions which inform business processes and operations at the heart of our advanced analytics capability. The incumbent designs, executes and synthesizes point analytics to support specific business questions, programs or initiatives. The incumbent is a data-driven problem solver who understands and utilizes the Organization’s business partner’s strategies, goals and processes to answer critical business questions by leveraging and synthesizing the large volume and variety of data available to them. Draws on tools and methods from statistics and machine learning to perform analysis, create predictive models, visualize data, and drive projects through to delivery of the intended outcome. Continuously scans and tests new data sources, tools, and analytical techniques and partners with leading institutions and experts to contribute to our portfolio of next-generation analytic projects.

Essential Job Functions:
Work directly with the business to understand their questions, business processes, programs and/ or initiatives, then identifying how analytical solutions could help deliver value for them (e.g., more effective and/ or efficient processes). This would include being accountable for, outlining new use cases, creating high level impact estimates, and identifying the necessary data elements (including proxies) to deliver the analytical solution to complex business problems. Assemble data sets using knowledge of where the required data exists within the Organization’s source data system, derived production sets or publicly available sources. Includes securing appropriate access and documenting objectives, assumptions and processes.
Select and apply the appropriate advanced modeling/machine learning techniques to these data sets to deliver business insight, ensuring that the final analysis is well researched, accurate, and documented. This requires technical flexibility, in-depth knowledge and delivery of advanced analytical approaches, for example regression models, tree-based learning, neural networks, clustering techniques, natural language processing.
Consult with the business to contextualize and translate the results of our analysis in a form which the business can understand and take action on. This will be include written reports, presentation and data visualizations, and draws clear lines between the high-level problem specifications, the analyses performed, and how the results link directly back to business objectives. It requires the incumbent to demonstrate their depth of understanding of many areas of the business, the data and the analytical methods through ongoing engagement with a range of audiences.
Plan, prepare and deliver/coordinate all elements of the analysis in such a way that it is delivered on time, to a high standard and ready to implement on a production basis (including dissemination through the Organization’s user systems). This includes identifying the best route to implementation (developing the analytical solution accordingly).
Research self- directed new analytical skills and approaches, building relationships internally and externally to transfer knowledge and maintain their position as subject matter experts, consult with follow data scientists and analysts to guide analysis and deliver larger projects.
Other duties as assigned.
Minimum Qualifications:
Master’s Degree in Analytics, Mathematics, Physics, Computer and Information Science or Engineering (Substitutions – Bachelor’s Degree in Analytics, Mathematics, Physics, Computer and Information Science or Engineering with 3 years of relevant experience)
1 – 3 years in Data Analytics
1 – 3 years using Large Data-sets
1 – 3 years utilizing Statistical Software
1 – 3 years in Data Visualization
1 – 3 years in Predictive Modeling
Academic research and/or work experience accepted
Preferred Qualifications:
Doctorate degree in Analytics, Mathematics, Physics, Computer and Information Science, or Engineering
1 – 3 years in the Healthcare Industry
1 – 3 years in Research and Development
1 – 3 years in a Business Analyst role
1 – 3 years in Consulting
Knowledge, Skills, and Abilities:
Analysis of business problems/needs
Analytical and Logical Reasoning/Thinking
Collaborative Problem Solving
Data Analysis
SAS
SQL
Statistical Analysis
Written & Oral Presentation Skills
At least one of the following automation tools and techniques: Auto IT, Selenium, and/or Python/Java automation libraries
Knowledge of Python, Java, R, and/or Scala
Proficiency with big data tools such as Hadoop, SparkMap Reduce, Pig, Solr
Basic proto-typing/front end skills such as RShiny, Flask, Django
Data analytics, including the development of data-driven predictive models
Proficient operating in a Linux environment and with basic shell scripting
Proficient command of SQL
Demonstrated knowledge of concepts of power analysis, hypothesis testing, inference
—————————————————————————————-

Highmark Health and its affiliates prohibit discrimination against qualified individuals based on their status as protected veterans or individuals with disabilities, and prohibit discrimination against all individuals based on their race, color, religion, sex, national origin, sexual orientation/gender identity or any other category protected by applicable federal, state or local law. Highmark Health and its affiliates take affirmative action to employ and advance in employment individuals without regard to race, color, religion, sex, national origin, sexual orientation/gender identity, protected veteran status or disability.

EEO is The Law

Equal Opportunity Employer Minorities/Women/ProtectedVeterans/Disabled/Sexual Orientation/Gender Identity (http://www1.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf)

We endeavor to make this site accessible to any and all users. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact number below.

For accommodation requests, please contact HR Services Online at HRServices@highmarkhealth.org

California Consumer Privacy Act Employees, Contractors, and Applicants Notice",3.0,"Highmark Health
3.0","Pittsburgh, PA","Pittsburgh, PA",10000+ employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1
Data Scientist,$96K-$156K (Glassdoor est.),"Looking for a company that inspires passion, courage and imagination, where you can be part of the team shaping the future of global commerce? Want to shape how millions of people buy, sell, connect, and share around the world? If youre interested in joining a purpose driven community that is dedicated to creating an ambitious and inclusive workplace, join eBay a company you can be proud to be a part of.

The Product Insights team tackles challenging and critical problems facing eBays Product & Engineering teams. These problems require deep analysis and thoughtful insights and can directly impact the operations of eBays core businesses. Members of the team have the unique opportunity to influence decision making at the highest levels of the organization. We achieve this by partnering closely with the Product & Engineering teams, and identify opportunities that are accretive to their product roadmaps.

You will have access to eBays vast data resources, which include some of the largest community-based marketplaces in the world. Very few technology organizations can rival the rich set of transactional and behavioral data that eBay has assembled since its inception. Researchers have used eBay data to not only impact business operations, but also to publish in the top peer-reviewed journals in social science.

To be successful in this role:
Experience and technical skills/knowledge of NLP is very preferred
You must have strong technical skills of Python and SQL.
You have strong empirical and analytical background, either demonstrated through coursework or original research
You have demonstrated the ability to combine quantitative and qualitative findings in order to frame the right questions and deliver actionable insights
You are a lateral thinker, who constructively challenges the obvious answer in order to examine the underlying mechanisms or phenomenon
You believe collaboration and effective communication are critical to achieving goals
Additionally, the following background and experience is preferred:
Recent graduate or currently graduating Masters or PhD of a science (e.g. mathematics, physics, engineering, statistics, data science, ML, etc.)
Ability to present complex analyses and insights effectively in simple terms
Experience with both descriptive and inferential statistics ability to build basic prototype models
Background in ecommerce product experience either through prior research or work experience
Experience with site experimentation (A/B testing), econometrics, or casual inference a plus
This website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookies

View our privacy policy

View our accessibility info

eBay Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talent@ebay.com. We will make every effort to respond to your request for disability assistance as soon as possible.

For more information see:

EEO is the Law Poster

EEO is the Law Poster Supplement",3.5,"eBay
3.5","San Jose, CA","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple"
Data Scientist,$96K-$156K (Glassdoor est.),"We are looking for a Data Scientist who will support our Risk and Technology teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

PRIMARY RESPONSIBILITIES:
Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.
Analyzes complex business problems and issues using data from internal and external sources to provide insight to decision-makers.
Identifies and interprets trends and patterns in datasets to locate influences.
Constructs forecasts, recommendations and strategic/tactical plans based on business data and market knowledge.
Creates specifications for reports and analysis based on business needs and required or available data elements.
May provide consultation to users and lead cross-functional teams to address business issues.
May directly produce datasets and reports for analysis using system reporting tools.
Uses advanced mathematical and statistical concepts and theories to analyze and collect data and construct solutions to business problems.
Performs complex statistical analysis on experimental or business data to validate and quantify trends or patterns identified by business analysts.
Constructs predictive models, algorithms and probability engines to support data analysis or product functions; verifies model and algorithm effectiveness based on real-world results.
Designs experiments and methodologies to generate and collect data for business use.
Projects may include a focus on “quantitative finance” or help identify new business opportunities.
REQUIREMENTS:
We’re looking for someone with 5-7 years of experience manipulating data sets and building statistical models, and has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field.
Knowledge and experience in statistical and data mining techniques
Strong problem solving skills with an emphasis on product development.
Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.
Experience working with and creating data architectures.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Excellent written and verbal communication skills for coordinating across teams.
A drive to learn and master new technologies and techniques.
Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.",2.5,"Yapstone
2.5","Walnut Creek, CA","Walnut Creek, CA",201 to 500 employees,1999,Company - Private,Financial Transaction Processing,Finance,$100 to $500 million (USD),"Stripe, Braintree, Adyen"
Data Scientist Level 1,$96K-$156K (Glassdoor est.),"DATA SCIENTIST LEVEL 1

Sentar is currently recruiting for Intelligence/ Data Scientists to work on an existing SIGINT Mission related contract in Hawaii. You will be responsible for utilizing data science, scripting, and automation techniques to support analytic design, development and implementation solutions related to discovery and persona analytics

DISCIPLINES:
Analysis
Process Automation
Data Normalization
Data Visualization
Machine Learning
Statistics
Cloud Analytics
Scripting
Prototyping Analytics
REQUIREMENTS:
Shall have a minimum of one year experience
A Bachelors Degree in Computer Science, Mathematics, or appropriate field may be substituted for the required one year of experience
Must possess a TS/SCI Security clearance with an active Polygraph
Shall have demonstrated, detailed experience in at least two skill areas in at least two of the following categories:
Mathematics/Statistics
Statistical
Analysis
Graph Theory Modeling/Machine Learning
Algorithm Design
Computer Design
Scripting
Databases
Cloud Computing
Object Oriented Programming
Domain Expertise/Analysis
Analytic tools and databases
SIGINT Collection Systems
Metadata Analysis
Data Mining
Presentation
Data
Visualization
Business Intelligence
Presentation Skills
Sentar is an Affirmative Action and Equal Opportunity Employer M/F/Vets/Persons with Disabilities

If you are not ready to apply for this position, submit your resume here to join our talent community. We'll keep you updated occasionally on new job opportunities.",4.0,"Sentar
4.0","Honolulu, HI","Huntsville, AL",51 to 200 employees,1990,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
Associate Data Scientist/Software Developer,$96K-$156K (Glassdoor est.),"Associate Data Scientist/Software Developer
Job Category


Fulltime Regular

ExemptOvertimeEligible


Exempt

Benefits Eligible


Benefit Based

Apply Now

Caltech is a world-renowned science and engineering institute that marshals some of the world's brightest minds and most innovative tools to address fundamental scientific questions. We thrive on finding and cultivating talented people who are passionate about what they do. Join us and be a part of the diverse Caltech community.

Job Summary


The Caltech Seismo Lab seeks an Associate Data Scientist/Software Developer to lead optimization of existing data processing applications, and implement real-time earthquake data processing in AWS serverless architecture. The successful candidate will be designing a new framework that will ingest real-time data into AWS from more than 600 sensor sites, process it with machine learning algorithms, and distribute products to both the public and scientific users. The successful candidate will also lead implementation and application of modern analytics in the new framework using the latest AWS technologies.

Job Duties


– Learn fundamentals behind existing in-house earthquake data processing software.
– Lead development of a software framework specification document.
– Lead implementation of software and apply analytics in collaboration with faculty and postdocs.
– Interface with external colleagues on algorithmic and implementation issues.
– Be in charge of developing user documentation and associated analytics tools.
– Explore, architect, and apply different approaches to user interfaces and visualization.
– Develop and deploy analytics tools for tracking system performance.
– Maintain tools and documentation as needed.
– Other duties as assigned.

Basic Qualifications


– Bachelor's in a STEM field with significant computation experience.
– Experience with building end-to-end modular Python architecture.
– Experience with AWS software tools, machine learning, and architecting AWS workflows.
– Experience working in Linux, artificial intelligence, and cloud computing.
– Experience with programming, including Python and databases.
– Excellent oral and written communication skills needed.
– Proven ability to work in a team of staff with a wide range of expertise is necessary.

Preferred Qualifications


– Masters or higher degree in a STEM field.
– Experience with C and C++.
– Experience with earthquake data processing software.
– Experience with GPUs, particularly with CUDA.
– Experience with IP networking.
– Experience with SQL and noSQL databases.
– Experience with Jupyter-hub and its deployment.

Required Documents


– Resume",4.4,"Caltech (California)
4.4","Pasadena, CA","Pasadena, CA",1001 to 5000 employees,1891,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1
Data Scientist,$96K-$156K (Glassdoor est.),"RESPONSIBILITIES

*

*

*

*

*

*

*

*

*

*

1.
Works
collaboratively to design, implement and maintain data science models and
applications.

2.
Works on programs
to apply data science methodologies, including predictive modeling and
machine learning, data analytics and visualization, and usability and design,
to departmental, service line, and enterprise applications and functions.

3.
Synthesizes
complex data-related problems into actionable business and/or clinical
strategy, and communicate findings to appropriate end-users and stakeholders.

4.
Assists with the
development of specifications to support the design of new or modified data
science projects, with a focus on data-driven optimization, enhancement, and
development.

5.
Assists in the
evaluation of projects, systems, and initiatives at the department, service
line, and enterprise level. Ensures projects and their outputs enhance
clinical quality, patient safety, and institutional efficiency, focusing on
all aspects of data science, including data gathering and wrangling,
exploratory data analysis, data modeling and machine learning, and model
implementation and evaluation. Ensures high quality execution of all proposed
projects.

6.
Knowledgeable in present and planned data science projects
and maintains voice of the customer in all project initiatives.

7.
Serves as the link
between the clinical staff (customer) requirements and IS capabilities.

8.
Assists in
ensuring that systems are implemented to support Health System initiatives
and goals to improve the quality of patient care, to maximize patient safety,
and to provide operational efficiencies.

9.
Serves as a
resource to the Director of Quality Informatics and Program Director of Data
Science.

10. Demonstrates familiarity with current hospital information
systems.

11. Performs other duties as assigned.

*ADA Essential Functions

REQUIRED
EXPERIENCE AND QUALIFICATIONS

·
Bachelor’s Degree
in Computer Science, Informatics, Statistics, Engineering, Data Science, or
related field, required. Master’s Degree,
preferred.

·
Minimum of two (2)
years of post-graduate training or experience involving quantitative data
analysis, required and working with clinical data, data science, and machine
learning, preferred.

·
Working
familiarity with basic medical and health information technology concepts,
including standardized terminologies and ontologies and electronic health
records, as well as Data Warehousing and Business Intelligence tools,
required.

·
Expertise in
working with SQL relational databases and statistical or general programming
languages (e.g., Python, R), required.

·
Deep understanding
of statistical and predictive modeling concepts, machine-learning approaches,
clustering and classification techniques, and recommendation and optimization
algorithms.

·
Strong
interpersonal skills, capable of working collaboratively with clinicians and
administrators.",3.9,"Northwell Health
3.9","New Hyde Park, NY","Lake Success, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Catholic Health System, NewYork-Presbyterian Hospital"
Data Scientist,$96K-$156K (Glassdoor est.),"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail, and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow.

Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelles work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.

Battelle is currently seeking a Data Scientist. This position has locations in Chantilly, Virginia.
JOB SUMMARY

Battelles Cyber Business Line is seeking a data scientist to support mission-critical programs fulfilling data analytics and data science tasks. The candidate will collaborate with multi-disciplinary teams specializing in intelligence analysis, cyber, language translation, and science and technology disciplines. Responsibilities and capabilities include working across multiple computing environments to parse large datasets, data mining, and joining related information across datasets, implementing natural language processing (NLP) models, applying machine learning methods as needed, writing code for data science projects, and similar duties. The candidate will also be responsible for data visualization, appropriate algorithms, digital databases, and similar tasks in support of projects. S/he will provide direct input to a range of deliverables in the form of visualizations, written reports, datasets, and recommendations for further collection and analysis. This position is for a junior-level data scientist, but all experience levels will be considered.
MAJOR RESPONSIBILITIES

Leverages data science and NLP tools to organize, triage, normalize, and/or interpret diverse data for further analysis by subject matter experts.
Designs, develops, and implements data science solutions.
Experiments with emerging data science principles to develop new tools for finding insights in complex data (e.g. custom fuzzy matching and the use of regular expressions).
Prepares quick-turn reports and provides input to finished reports.
Builds and maintains data science tools and databases in support of analyst and subject matter expert use.
Uses data science to support language translation and science and technology assessments.
Must be able to work independently with some oversight and function effectively as part of a team in a joint working environment.
THE FOLLOWING IS REQUIRED

Must be a US Citizen with an active TS/SCI.
Bachelors degree in mathematics, statistics, computer/data science, information systems, or similar technical field, or equivalent experience.
Five (5) years of experience as a data scientist, statistician, applied mathematician, or equivalent to fulfill the job requirements.
Proficiency in a high-level programming language, i.e. Python (required), R, Perl.
Experience working in U.S. national security, e.g. intelligence community, military, joint operations, or related government contracting.
THE FOLLOWING IS DESIRED

Masters degree or PhD in the above areas.
Experience with shell scripting (bash, ksh, or equivalent).
Understanding of network architecture and information technology.
More than 10 years of experience as a data scientist, statistician, applied mathematician, or equivalent to fulfill the job requirements.
Experience using NLP tools to support assessments and technical reporting on technologies and scientific topics, i.e. technology readiness levels (TRL) and critical technology elements (CTE).
Professional foreign language proficiency, particularly in critical languages for national security.
LEGAL DISCLAIMER

The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelles Legal Department.

BENEFITS

Battelles competitive benefits program includes comprehensive medical and dental care, matching 401K, paid time off, flexible spending accounts, disability coverage, and other benefits that help provide financial protection for you and your family.

Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. Our goal is for each staff member to have the opportunity to grow to the limits of their abilities and to achieve personal and organizational objectives. We will support positive programs for equal treatment of all staff and full utilization of all qualified employees at all levels within Battelle.

For more information about our other openings, please visit www.battelle.org/careers",3.1,"Battelle
3.1","Chantilly, VA","Columbus, OH",10000+ employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),-1
